EventID,InterfaceID,SourceSystem,TargetSystem,Middleware,Pattern,Status,ErrorCode,ErrorText,RootCauseClass,Latency_ms,SessionID,RequestID,Timestamp
EVT_000662,IF_DLV_002,DLV,PAY,MsgBus,Async,Warning,DLV_NET_663,"WARNING: Network error contacting PAY: connection reset (degraded, retrying)",Network,4509,SES_000449,REQ_00000662,2026-09-10 13:47:35
EVT_000663,IF_PAY_001,PAY,ORD,API,REST,Failed,PAY_VAL_664,Validation failed for payload from PAY,Validation,402,SES_000450,REQ_00000663,2026-09-13 17:18:49
EVT_000664,IF_ORD_003,ORD,PRC,ESB,SOAP,Failed,ORD_CAP_665,Capacity limit reached on ORD: request throttled,Capacity,1220,SES_000451,REQ_00000664,2026-09-12 14:04:50
EVT_000665,IF_DLV_001,DLV,ORD,API,REST,Failed,DLV_EXT_666,External service ORD returned an error response,ExternalService,2516,SES_000452,REQ_00000665,2026-09-13 12:21:13
EVT_000666,IF_MFG_003,MFG,DLV,ESB,CDC,Failed,MFG_TMO_667,Timeout waiting for DLV to respond,Timeout,2451,SES_000453,REQ_00000666,2026-09-11 15:04:47
EVT_000667,IF_DLV_002,DLV,PAY,MsgBus,Async,Warning,DLV_EXT_668,"WARNING: External service PAY returned an error response (degraded, retrying)",ExternalService,7995,SES_000453,REQ_00000667,2026-09-11 15:06:19
EVT_000668,IF_DLV_001,DLV,ORD,API,REST,Warning,DLV_DB_669,"WARNING: Database DLV operation failed: connection pool exhausted (degraded, retrying)",Database,1158,SES_000453,REQ_00000668,2026-09-11 15:08:03
EVT_000669,IF_ORD_001,ORD,MFG,MsgBus,Async,Failed,ORD_INFRA_670,Infrastructure fault on ORD: node unavailable,Infrastructure,682,SES_000454,REQ_00000669,2026-09-14 18:40:51
EVT_000670,IF_PAY_001,PAY,ORD,API,REST,Failed,PAY_AUTH_671,Authentication rejected between PAY and ORD,Authentication,1054,SES_000455,REQ_00000670,2026-09-13 09:43:56
EVT_000671,IF_MFG_001,MFG,ASM,MsgBus,Async,Failed,MFG_INFRA_672,Infrastructure fault on MFG: node unavailable,Infrastructure,4232,SES_000456,REQ_00000671,2026-09-12 22:37:00
EVT_000672,IF_ORD_001,ORD,MFG,MsgBus,Async,Failed,ORD_DB_673,Database ORD operation failed: connection pool exhausted,Database,837,SES_000457,REQ_00000672,2026-09-10 15:52:22
EVT_000673,IF_PAY_001,PAY,ORD,API,REST,Failed,PAY_INFRA_674,Infrastructure fault on PAY: node unavailable,Infrastructure,699,SES_000458,REQ_00000673,2026-09-12 16:25:24
EVT_000674,IF_ORD_004,ORD,DLV,ESB,Batch,Warning,ORD_INFRA_675,"WARNING: Infrastructure fault on ORD: node unavailable (degraded, retrying)",Infrastructure,1546,SES_000459,REQ_00000674,2026-09-12 17:09:18
EVT_000675,IF_DLV_001,DLV,ORD,API,REST,Warning,DLV_EXT_676,"WARNING: External service ORD returned an error response (degraded, retrying)",ExternalService,3351,SES_000459,REQ_00000675,2026-09-12 17:10:29
EVT_000676,IF_DLV_002,DLV,PAY,MsgBus,Async,Failed,DLV_TMO_677,Timeout waiting for PAY to respond,Timeout,4703,SES_000459,REQ_00000676,2026-09-12 17:12:57
EVT_000677,IF_PAY_001,PAY,ORD,API,REST,Failed,PAY_TMO_678,Timeout waiting for ORD to respond,Timeout,1767,SES_000460,REQ_00000677,2026-09-13 12:14:11
EVT_000678,IF_ORD_001,ORD,MFG,MsgBus,Async,Failed,ORD_TMO_679,Timeout waiting for MFG to respond,Timeout,1653,SES_000461,REQ_00000678,2026-09-13 19:36:23
EVT_000679,IF_ORD_004,ORD,DLV,ESB,Batch,Warning,ORD_TMO_680,"WARNING: Timeout waiting for DLV to respond (degraded, retrying)",Timeout,7911,SES_000462,REQ_00000679,2026-09-11 16:33:54
EVT_000680,IF_PAY_002,PAY,PRC,API,REST,Failed,PAY_VAL_681,Validation failed for payload from PAY,Validation,3594,SES_000463,REQ_00000680,2026-09-11 13:47:42
EVT_000681,IF_PRC_001,PRC,MFG,ESB,SOAP,Warning,PRC_TMO_682,"WARNING: Timeout waiting for MFG to respond (degraded, retrying)",Timeout,2535,SES_000463,REQ_00000681,2026-09-11 13:51:44
EVT_000682,IF_ORD_003,ORD,PRC,ESB,SOAP,Failed,ORD_CAP_683,Capacity limit reached on ORD: request throttled,Capacity,1724,SES_000464,REQ_00000682,2026-09-12 20:51:18
EVT_000683,IF_PRC_002,PRC,ASM,MsgBus,Async,Warning,PRC_AUTH_684,"WARNING: Authentication rejected between PRC and ASM (degraded, retrying)",Authentication,1420,SES_000465,REQ_00000683,2026-09-10 15:37:10
EVT_000684,IF_ASM_002,ASM,MFG,API,REST,Warning,ASM_AUTH_685,"WARNING: Authentication rejected between ASM and MFG (degraded, retrying)",Authentication,1254,SES_000465,REQ_00000684,2026-09-10 15:41:30
EVT_000685,IF_ORD_001,ORD,MFG,MsgBus,Async,Failed,ORD_CAP_686,Capacity limit reached on ORD: request throttled,Capacity,911,SES_000466,REQ_00000685,2026-09-12 17:00:47
EVT_000686,IF_PRC_001,PRC,MFG,ESB,SOAP,Warning,PRC_DB_687,"WARNING: Database PRC operation failed: connection pool exhausted (degraded, retrying)",Database,2191,SES_000467,REQ_00000686,2026-09-11 10:44:15
EVT_000687,IF_ASM_002,ASM,MFG,API,REST,Failed,ASM_TMO_688,Timeout waiting for MFG to respond,Timeout,4948,SES_000468,REQ_00000687,2026-09-11 17:48:26
EVT_000688,IF_ASM_001,ASM,DLV,ESB,Batch,Failed,ASM_INFRA_689,Infrastructure fault on ASM: node unavailable,Infrastructure,1296,SES_000469,REQ_00000688,2026-09-16 11:41:16
EVT_000689,IF_MFG_002,MFG,PRC,API,REST,Failed,MFG_AUTH_690,Authentication rejected between MFG and PRC,Authentication,1635,SES_000470,REQ_00000689,2026-09-16 19:14:24
EVT_000690,IF_PRC_001,PRC,MFG,ESB,SOAP,Failed,PRC_DB_691,Database PRC operation failed: connection pool exhausted,Database,1177,SES_000470,REQ_00000690,2026-09-16 19:17:07
EVT_000691,IF_PRC_002,PRC,ASM,MsgBus,Async,Failed,PRC_EXT_692,External service ASM returned an error response,ExternalService,2639,SES_000470,REQ_00000691,2026-09-16 19:17:27
EVT_000692,IF_ORD_001,ORD,MFG,MsgBus,Async,Warning,ORD_EXT_693,"WARNING: External service MFG returned an error response (degraded, retrying)",ExternalService,1180,SES_000471,REQ_00000692,2026-09-12 11:17:51
EVT_000693,IF_MFG_003,MFG,DLV,ESB,CDC,Warning,MFG_DB_694,"WARNING: Database MFG operation failed: connection pool exhausted (degraded, retrying)",Database,5634,SES_000471,REQ_00000693,2026-09-12 11:19:25
EVT_000694,IF_MFG_001,MFG,ASM,MsgBus,Async,Warning,MFG_VAL_695,"WARNING: Validation failed for payload from MFG (degraded, retrying)",Validation,574,SES_000471,REQ_00000694,2026-09-12 11:17:59
EVT_000695,IF_ORD_001,ORD,MFG,MsgBus,Async,Warning,ORD_DB_696,"WARNING: Database ORD operation failed: connection pool exhausted (degraded, retrying)",Database,1906,SES_000472,REQ_00000695,2026-09-11 16:16:12
EVT_000696,IF_ORD_001,ORD,MFG,MsgBus,Async,Warning,ORD_EXT_697,"WARNING: External service MFG returned an error response (degraded, retrying)",ExternalService,1477,SES_000473,REQ_00000696,2026-09-14 15:45:07
EVT_000697,IF_ORD_003,ORD,PRC,ESB,SOAP,Failed,ORD_NET_698,Network error contacting PRC: connection reset,Network,2720,SES_000474,REQ_00000697,2026-09-11 18:44:11
EVT_000698,IF_PRC_001,PRC,MFG,ESB,SOAP,Warning,PRC_NET_699,"WARNING: Network error contacting MFG: connection reset (degraded, retrying)",Network,2849,SES_000474,REQ_00000698,2026-09-11 18:46:24
EVT_000699,IF_PRC_002,PRC,ASM,MsgBus,Async,Warning,PRC_AUTH_700,"WARNING: Authentication rejected between PRC and ASM (degraded, retrying)",Authentication,4444,SES_000474,REQ_00000699,2026-09-11 18:44:43
EVT_000700,IF_PRC_001,PRC,MFG,ESB,SOAP,Failed,PRC_EXT_701,External service MFG returned an error response,ExternalService,1522,SES_000475,REQ_00000700,2026-09-11 14:11:41
EVT_000701,IF_ORD_001,ORD,MFG,MsgBus,Async,Warning,ORD_TMO_702,"WARNING: Timeout waiting for MFG to respond (degraded, retrying)",Timeout,508,SES_000476,REQ_00000701,2026-09-15 10:02:04
EVT_000702,IF_ORD_003,ORD,PRC,ESB,SOAP,Warning,ORD_EXT_703,"WARNING: External service PRC returned an error response (degraded, retrying)",ExternalService,2537,SES_000477,REQ_00000702,2026-09-10 20:42:24
EVT_000703,IF_ASM_001,ASM,DLV,ESB,Batch,Warning,ASM_NET_704,"WARNING: Network error contacting DLV: connection reset (degraded, retrying)",Network,4376,SES_000478,REQ_00000703,2026-09-13 13:25:54
EVT_000704,IF_ORD_004,ORD,DLV,ESB,Batch,Failed,ORD_AUTH_705,Authentication rejected between ORD and DLV,Authentication,4003,SES_000479,REQ_00000704,2026-09-13 09:34:59
EVT_000705,IF_ORD_001,ORD,MFG,MsgBus,Async,Failed,ORD_AUTH_706,Authentication rejected between ORD and MFG,Authentication,838,SES_000480,REQ_00000705,2026-09-10 11:54:21
EVT_000706,IF_MFG_001,MFG,ASM,MsgBus,Async,Failed,MFG_NET_707,Network error contacting ASM: connection reset,Network,2697,SES_000480,REQ_00000706,2026-09-10 11:56:56
EVT_000707,IF_ORD_002,ORD,PAY,API,REST,Failed,ORD_DB_708,Database ORD operation failed: connection pool exhausted,Database,1574,SES_000481,REQ_00000707,2026-09-10 18:28:47
EVT_000708,IF_PRC_001,PRC,MFG,ESB,SOAP,Warning,PRC_TMO_709,"WARNING: Timeout waiting for MFG to respond (degraded, retrying)",Timeout,2716,SES_000482,REQ_00000708,2026-09-10 17:41:19
EVT_000709,IF_MFG_003,MFG,DLV,ESB,CDC,Warning,MFG_VAL_710,"WARNING: Validation failed for payload from MFG (degraded, retrying)",Validation,2000,SES_000482,REQ_00000709,2026-09-10 17:42:21
EVT_000710,IF_MFG_001,MFG,ASM,MsgBus,Async,Warning,MFG_CAP_711,"WARNING: Capacity limit reached on MFG: request throttled (degraded, retrying)",Capacity,3785,SES_000482,REQ_00000710,2026-09-10 17:45:55
EVT_000711,IF_MFG_003,MFG,DLV,ESB,CDC,Failed,MFG_INFRA_712,Infrastructure fault on MFG: node unavailable,Infrastructure,1243,SES_000483,REQ_00000711,2026-09-13 15:30:58
EVT_000712,IF_ORD_002,ORD,PAY,API,REST,Failed,ORD_NET_713,Network error contacting PAY: connection reset,Network,653,SES_000484,REQ_00000712,2026-09-16 17:29:39
EVT_000713,IF_DLV_001,DLV,ORD,API,REST,Warning,DLV_EXT_714,"WARNING: External service ORD returned an error response (degraded, retrying)",ExternalService,1824,SES_000485,REQ_00000713,2026-09-10 17:27:21
EVT_000714,IF_ASM_001,ASM,DLV,ESB,Batch,Failed,ASM_AUTHZ_715,Authorization denied for ASM->DLV request,Authorization,694,SES_000486,REQ_00000714,2026-09-11 11:50:13
EVT_000715,IF_PRC_001,PRC,MFG,ESB,SOAP,Warning,PRC_DB_716,"WARNING: Database PRC operation failed: connection pool exhausted (degraded, retrying)",Database,1280,SES_000487,REQ_00000715,2026-09-11 15:35:10
EVT_000716,IF_PRC_001,PRC,MFG,ESB,SOAP,Failed,PRC_INFRA_717,Infrastructure fault on PRC: node unavailable,Infrastructure,1989,SES_000488,REQ_00000716,2026-09-13 16:01:56
EVT_000717,IF_ASM_002,ASM,MFG,API,REST,Warning,ASM_CFG_718,"WARNING: Configuration mismatch on ASM endpoint (degraded, retrying)",Configuration,1036,SES_000489,REQ_00000717,2026-09-12 12:51:50
EVT_000718,IF_ORD_001,ORD,MFG,MsgBus,Async,Failed,ORD_TMO_719,Timeout waiting for MFG to respond,Timeout,2150,SES_000490,REQ_00000718,2026-09-11 20:39:44
EVT_000719,IF_MFG_001,MFG,ASM,MsgBus,Async,Warning,MFG_NET_720,"WARNING: Network error contacting ASM: connection reset (degraded, retrying)",Network,3711,SES_000490,REQ_00000719,2026-09-11 20:44:31
EVT_000720,IF_PRC_001,PRC,MFG,ESB,SOAP,Failed,PRC_CFG_721,Configuration mismatch on PRC endpoint,Configuration,1014,SES_000491,REQ_00000720,2026-09-14 11:48:34
EVT_000721,IF_PRC_001,PRC,MFG,ESB,SOAP,Failed,PRC_DB_722,Database PRC operation failed: connection pool exhausted,Database,1053,SES_000492,REQ_00000721,2026-09-15 17:58:30
EVT_000722,IF_MFG_001,MFG,ASM,MsgBus,Async,Warning,MFG_DB_723,"WARNING: Database MFG operation failed: connection pool exhausted (degraded, retrying)",Database,3535,SES_000492,REQ_00000722,2026-09-15 18:02:24
EVT_000723,IF_MFG_003,MFG,DLV,ESB,CDC,Warning,MFG_NET_724,"WARNING: Network error contacting DLV: connection reset (degraded, retrying)",Network,2203,SES_000492,REQ_00000723,2026-09-15 17:58:46
EVT_000724,IF_ORD_002,ORD,PAY,API,REST,Warning,ORD_AUTHZ_725,"WARNING: Authorization denied for ORD->PAY request (degraded, retrying)",Authorization,1288,SES_000493,REQ_00000724,2026-09-13 14:20:26
EVT_000725,IF_PAY_001,PAY,ORD,API,REST,Failed,PAY_NET_726,Network error contacting ORD: connection reset,Network,1195,SES_000493,REQ_00000725,2026-09-13 14:23:40
EVT_000726,IF_PRC_001,PRC,MFG,ESB,SOAP,Failed,PRC_INFRA_727,Infrastructure fault on PRC: node unavailable,Infrastructure,1286,SES_000494,REQ_00000726,2026-09-13 09:59:39
EVT_000727,IF_ASM_001,ASM,DLV,ESB,Batch,Failed,ASM_INFRA_728,Infrastructure fault on ASM: node unavailable,Infrastructure,766,SES_000495,REQ_00000727,2026-09-12 09:08:02
EVT_000728,IF_MFG_001,MFG,ASM,MsgBus,Async,Warning,MFG_CAP_729,"WARNING: Capacity limit reached on MFG: request throttled (degraded, retrying)",Capacity,1536,SES_000496,REQ_00000728,2026-09-16 11:56:18
EVT_000729,IF_PRC_001,PRC,MFG,ESB,SOAP,Warning,PRC_CAP_730,"WARNING: Capacity limit reached on PRC: request throttled (degraded, retrying)",Capacity,1018,SES_000497,REQ_00000729,2026-09-11 07:54:33
EVT_000730,IF_MFG_001,MFG,ASM,MsgBus,Async,Warning,MFG_CAP_731,"WARNING: Capacity limit reached on MFG: request throttled (degraded, retrying)",Capacity,716,SES_000497,REQ_00000730,2026-09-11 07:56:41
EVT_000731,IF_PAY_001,PAY,ORD,API,REST,Failed,PAY_TMO_732,Timeout waiting for ORD to respond,Timeout,1594,SES_000498,REQ_00000731,2026-09-11 19:57:00
EVT_000732,IF_DLV_001,DLV,ORD,API,REST,Failed,DLV_CFG_733,Configuration mismatch on DLV endpoint,Configuration,724,SES_000499,REQ_00000732,2026-09-13 13:51:44
EVT_000733,IF_ORD_003,ORD,PRC,ESB,SOAP,Warning,ORD_NET_734,"WARNING: Network error contacting PRC: connection reset (degraded, retrying)",Network,945,SES_000500,REQ_00000733,2026-09-13 20:08:22
EVT_000734,IF_PRC_001,PRC,MFG,ESB,SOAP,Warning,PRC_INFRA_735,"WARNING: Infrastructure fault on PRC: node unavailable (degraded, retrying)",Infrastructure,1499,SES_000500,REQ_00000734,2026-09-13 20:12:16
EVT_000735,IF_ASM_001,ASM,DLV,ESB,Batch,Failed,ASM_NET_736,Network error contacting DLV: connection reset,Network,1996,SES_000501,REQ_00000735,2026-09-16 17:40:29
EVT_000736,IF_MFG_003,MFG,DLV,ESB,CDC,Failed,MFG_CFG_737,Configuration mismatch on MFG endpoint,Configuration,8356,SES_000502,REQ_00000736,2026-09-12 12:17:44
EVT_000737,IF_PAY_001,PAY,ORD,API,REST,Failed,PAY_EXT_738,External service ORD returned an error response,ExternalService,1035,SES_000503,REQ_00000737,2026-09-10 13:58:43
EVT_000738,IF_PRC_002,PRC,ASM,MsgBus,Async,Warning,PRC_INFRA_739,"WARNING: Infrastructure fault on PRC: node unavailable (degraded, retrying)",Infrastructure,1627,SES_000504,REQ_00000738,2026-09-11 15:45:04
EVT_000739,IF_ASM_001,ASM,DLV,ESB,Batch,Warning,ASM_AUTH_740,"WARNING: Authentication rejected between ASM and DLV (degraded, retrying)",Authentication,1054,SES_000504,REQ_00000739,2026-09-11 15:47:01
EVT_000740,IF_PRC_001,PRC,MFG,ESB,SOAP,Failed,PRC_NET_741,Network error contacting MFG: connection reset,Network,2239,SES_000505,REQ_00000740,2026-09-10 07:22:28
EVT_000741,IF_MFG_002,MFG,PRC,API,REST,Warning,MFG_NET_742,"WARNING: Network error contacting PRC: connection reset (degraded, retrying)",Network,2873,SES_000506,REQ_00000741,2026-09-12 12:23:51
EVT_000742,IF_PRC_001,PRC,MFG,ESB,SOAP,Failed,PRC_NET_743,Network error contacting MFG: connection reset,Network,1211,SES_000506,REQ_00000742,2026-09-12 12:26:20
EVT_000743,IF_ORD_002,ORD,PAY,API,REST,Warning,ORD_DB_744,"WARNING: Database ORD operation failed: connection pool exhausted (degraded, retrying)",Database,925,SES_000507,REQ_00000743,2026-09-15 09:09:55
EVT_000744,IF_ASM_001,ASM,DLV,ESB,Batch,Failed,ASM_CFG_745,Configuration mismatch on ASM endpoint,Configuration,694,SES_000508,REQ_00000744,2026-09-11 13:26:28
EVT_000745,IF_DLV_001,DLV,ORD,API,REST,Warning,DLV_AUTHZ_746,"WARNING: Authorization denied for DLV->ORD request (degraded, retrying)",Authorization,1033,SES_000508,REQ_00000745,2026-09-11 13:31:26
EVT_000746,IF_DLV_002,DLV,PAY,MsgBus,Async,Failed,DLV_TMO_747,Timeout waiting for PAY to respond,Timeout,4410,SES_000508,REQ_00000746,2026-09-11 13:31:01
EVT_000747,IF_ORD_002,ORD,PAY,API,REST,Failed,ORD_AUTH_748,Authentication rejected between ORD and PAY,Authentication,1468,SES_000509,REQ_00000747,2026-09-16 11:50:16
EVT_000748,IF_PRC_002,PRC,ASM,MsgBus,Async,Failed,PRC_INFRA_749,Infrastructure fault on PRC: node unavailable,Infrastructure,1858,SES_000510,REQ_00000748,2026-09-11 14:10:45
EVT_000749,IF_ORD_004,ORD,DLV,ESB,Batch,Failed,ORD_TMO_750,Timeout waiting for DLV to respond,Timeout,5473,SES_000511,REQ_00000749,2026-09-11 09:07:02
EVT_000750,IF_PAY_001,PAY,ORD,API,REST,Failed,PAY_INFRA_751,Infrastructure fault on PAY: node unavailable,Infrastructure,995,SES_000512,REQ_00000750,2026-09-10 15:22:09
EVT_000751,IF_PAY_001,PAY,ORD,API,REST,Failed,PAY_VAL_752,Validation failed for payload from PAY,Validation,1100,SES_000513,REQ_00000751,2026-09-16 09:29:59
EVT_000752,IF_MFG_002,MFG,PRC,API,REST,Warning,MFG_TMO_753,"WARNING: Timeout waiting for PRC to respond (degraded, retrying)",Timeout,6186,SES_000514,REQ_00000752,2026-09-13 18:48:36
EVT_000753,IF_PRC_002,PRC,ASM,MsgBus,Async,Warning,PRC_CFG_754,"WARNING: Configuration mismatch on PRC endpoint (degraded, retrying)",Configuration,1948,SES_000514,REQ_00000753,2026-09-13 18:48:50
EVT_000754,IF_PRC_001,PRC,MFG,ESB,SOAP,Failed,PRC_CFG_755,Configuration mismatch on PRC endpoint,Configuration,1771,SES_000514,REQ_00000754,2026-09-13 18:50:17
EVT_000755,IF_PRC_001,PRC,MFG,ESB,SOAP,Warning,PRC_NET_756,"WARNING: Network error contacting MFG: connection reset (degraded, retrying)",Network,3681,SES_000515,REQ_00000755,2026-09-11 04:34:54
EVT_000756,IF_MFG_002,MFG,PRC,API,REST,Failed,MFG_EXT_757,External service PRC returned an error response,ExternalService,3906,SES_000516,REQ_00000756,2026-09-14 14:03:58
EVT_000757,IF_PRC_001,PRC,MFG,ESB,SOAP,Failed,PRC_NET_758,Network error contacting MFG: connection reset,Network,1514,SES_000516,REQ_00000757,2026-09-14 14:07:48
EVT_000758,IF_PRC_002,PRC,ASM,MsgBus,Async,Failed,PRC_AUTH_759,Authentication rejected between PRC and ASM,Authentication,845,SES_000516,REQ_00000758,2026-09-14 14:07:32
EVT_000759,IF_DLV_001,DLV,ORD,API,REST,Failed,DLV_INFRA_760,Infrastructure fault on DLV: node unavailable,Infrastructure,911,SES_000517,REQ_00000759,2026-09-13 16:26:08
EVT_000760,IF_PAY_001,PAY,ORD,API,REST,Failed,PAY_AUTH_761,Authentication rejected between PAY and ORD,Authentication,651,SES_000518,REQ_00000760,2026-09-12 07:37:48
EVT_000761,IF_DLV_001,DLV,ORD,API,REST,Failed,DLV_TMO_762,Timeout waiting for ORD to respond,Timeout,1020,SES_000519,REQ_00000761,2026-09-16 19:12:11
EVT_000762,IF_ORD_002,ORD,PAY,API,REST,Warning,ORD_INFRA_763,"WARNING: Infrastructure fault on ORD: node unavailable (degraded, retrying)",Infrastructure,408,SES_000520,REQ_00000762,2026-09-12 13:47:29
EVT_000763,IF_ORD_003,ORD,PRC,ESB,SOAP,Failed,ORD_CFG_764,Configuration mismatch on ORD endpoint,Configuration,642,SES_000521,REQ_00000763,2026-09-13 09:42:57
EVT_000764,IF_PRC_001,PRC,MFG,ESB,SOAP,Failed,PRC_AUTH_765,Authentication rejected between PRC and MFG,Authentication,1541,SES_000522,REQ_00000764,2026-09-10 14:23:37
EVT_000765,IF_ORD_001,ORD,MFG,MsgBus,Async,Failed,ORD_CAP_766,Capacity limit reached on ORD: request throttled,Capacity,366,SES_000523,REQ_00000765,2026-09-10 12:46:36
EVT_000766,IF_PAY_001,PAY,ORD,API,REST,Warning,PAY_AUTHZ_767,"WARNING: Authorization denied for PAY->ORD request (degraded, retrying)",Authorization,271,SES_000524,REQ_00000766,2026-09-11 11:03:17
EVT_000767,IF_ORD_002,ORD,PAY,API,REST,Failed,ORD_INFRA_768,Infrastructure fault on ORD: node unavailable,Infrastructure,754,SES_000525,REQ_00000767,2026-09-10 13:49:40
EVT_000768,IF_ASM_001,ASM,DLV,ESB,Batch,Failed,ASM_VAL_769,Validation failed for payload from ASM,Validation,1470,SES_000526,REQ_00000768,2026-09-15 17:17:43
EVT_000769,IF_DLV_001,DLV,ORD,API,REST,Warning,DLV_INFRA_770,"WARNING: Infrastructure fault on DLV: node unavailable (degraded, retrying)",Infrastructure,572,SES_000526,REQ_00000769,2026-09-15 17:21:53
EVT_000770,IF_DLV_002,DLV,PAY,MsgBus,Async,Failed,DLV_VAL_771,Validation failed for payload from DLV,Validation,3040,SES_000526,REQ_00000770,2026-09-15 17:19:38
EVT_000771,IF_ASM_001,ASM,DLV,ESB,Batch,Warning,ASM_EXT_772,"WARNING: External service DLV returned an error response (degraded, retrying)",ExternalService,4010,SES_000527,REQ_00000771,2026-09-14 17:45:35
EVT_000772,IF_ORD_002,ORD,PAY,API,REST,Failed,ORD_CAP_773,Capacity limit reached on ORD: request throttled,Capacity,738,SES_000528,REQ_00000772,2026-09-13 11:44:23
EVT_000773,IF_PAY_001,PAY,ORD,API,REST,Warning,PAY_INFRA_774,"WARNING: Infrastructure fault on PAY: node unavailable (degraded, retrying)",Infrastructure,680,SES_000528,REQ_00000773,2026-09-13 11:45:25
EVT_000774,IF_MFG_002,MFG,PRC,API,REST,Warning,MFG_NET_775,"WARNING: Network error contacting PRC: connection reset (degraded, retrying)",Network,1907,SES_000529,REQ_00000774,2026-09-11 09:05:27
EVT_000775,IF_PRC_002,PRC,ASM,MsgBus,Async,Failed,PRC_NET_776,Network error contacting ASM: connection reset,Network,2614,SES_000530,REQ_00000775,2026-09-11 08:50:42
EVT_000776,IF_ASM_002,ASM,MFG,API,REST,Failed,ASM_CFG_777,Configuration mismatch on ASM endpoint,Configuration,1461,SES_000530,REQ_00000776,2026-09-11 08:52:29
EVT_000777,IF_PAY_002,PAY,PRC,API,REST,Failed,PAY_INFRA_778,Infrastructure fault on PAY: node unavailable,Infrastructure,3765,SES_000531,REQ_00000777,2026-09-10 09:47:17
EVT_000778,IF_PRC_002,PRC,ASM,MsgBus,Async,Failed,PRC_CFG_779,Configuration mismatch on PRC endpoint,Configuration,1673,SES_000532,REQ_00000778,2026-09-14 14:06:52
EVT_000779,IF_ASM_002,ASM,MFG,API,REST,Failed,ASM_TMO_780,Timeout waiting for MFG to respond,Timeout,3240,SES_000532,REQ_00000779,2026-09-14 14:08:43
EVT_000780,IF_DLV_001,DLV,ORD,API,REST,Warning,DLV_EXT_781,"WARNING: External service ORD returned an error response (degraded, retrying)",ExternalService,1510,SES_000533,REQ_00000780,2026-09-13 15:06:11
EVT_000781,IF_ORD_004,ORD,DLV,ESB,Batch,Warning,ORD_TMO_782,"WARNING: Timeout waiting for DLV to respond (degraded, retrying)",Timeout,10241,SES_000533,REQ_00000781,2026-09-13 15:07:09
EVT_000782,IF_ORD_001,ORD,MFG,MsgBus,Async,Failed,ORD_NET_783,Network error contacting MFG: connection reset,Network,1368,SES_000533,REQ_00000782,2026-09-13 15:10:58
EVT_000783,IF_PRC_001,PRC,MFG,ESB,SOAP,Failed,PRC_AUTH_784,Authentication rejected between PRC and MFG,Authentication,2077,SES_000534,REQ_00000783,2026-09-14 16:43:53
EVT_000784,IF_ORD_002,ORD,PAY,API,REST,Warning,ORD_TMO_785,"WARNING: Timeout waiting for PAY to respond (degraded, retrying)",Timeout,1501,SES_000535,REQ_00000784,2026-09-16 17:43:23
EVT_000785,IF_PAY_001,PAY,ORD,API,REST,Failed,PAY_NET_786,Network error contacting ORD: connection reset,Network,1606,SES_000536,REQ_00000785,2026-09-15 07:09:25
EVT_000786,IF_ORD_004,ORD,DLV,ESB,Batch,Failed,ORD_EXT_787,External service DLV returned an error response,ExternalService,4166,SES_000536,REQ_00000786,2026-09-15 07:11:09
EVT_000787,IF_ORD_001,ORD,MFG,MsgBus,Async,Warning,ORD_CAP_788,"WARNING: Capacity limit reached on ORD: request throttled (degraded, retrying)",Capacity,619,SES_000536,REQ_00000787,2026-09-15 07:13:42
EVT_000788,IF_PRC_001,PRC,MFG,ESB,SOAP,Warning,PRC_EXT_789,"WARNING: External service MFG returned an error response (degraded, retrying)",ExternalService,3714,SES_000537,REQ_00000788,2026-09-16 15:25:22
EVT_000789,IF_MFG_001,MFG,ASM,MsgBus,Async,Warning,MFG_TMO_790,"WARNING: Timeout waiting for ASM to respond (degraded, retrying)",Timeout,1557,SES_000537,REQ_00000789,2026-09-16 15:26:26
EVT_000790,IF_ORD_001,ORD,MFG,MsgBus,Async,Warning,ORD_INFRA_791,"WARNING: Infrastructure fault on ORD: node unavailable (degraded, retrying)",Infrastructure,484,SES_000538,REQ_00000790,2026-09-10 08:03:53
EVT_000791,IF_MFG_003,MFG,DLV,ESB,CDC,Failed,MFG_TMO_792,Timeout waiting for DLV to respond,Timeout,2951,SES_000538,REQ_00000791,2026-09-10 08:08:21
EVT_000792,IF_DLV_001,DLV,ORD,API,REST,Failed,DLV_DB_793,Database DLV operation failed: connection pool exhausted,Database,2962,SES_000539,REQ_00000792,2026-09-13 13:34:21
EVT_000793,IF_PRC_001,PRC,MFG,ESB,SOAP,Failed,PRC_INFRA_794,Infrastructure fault on PRC: node unavailable,Infrastructure,1434,SES_000540,REQ_00000793,2026-09-13 12:54:24
EVT_000794,IF_MFG_003,MFG,DLV,ESB,CDC,Warning,MFG_EXT_795,"WARNING: External service DLV returned an error response (degraded, retrying)",ExternalService,7245,SES_000540,REQ_00000794,2026-09-13 12:58:06
EVT_000795,IF_MFG_001,MFG,ASM,MsgBus,Async,Failed,MFG_CAP_796,Capacity limit reached on MFG: request throttled,Capacity,1304,SES_000540,REQ_00000795,2026-09-13 12:59:09
EVT_000796,IF_PRC_001,PRC,MFG,ESB,SOAP,Warning,PRC_CAP_797,"WARNING: Capacity limit reached on PRC: request throttled (degraded, retrying)",Capacity,1261,SES_000541,REQ_00000796,2026-09-11 13:25:16
